Per,Nat,Pokemon,HP,Atk,Def,SpA,SpD,Spe,Total,Type I,Type II,Tier,Ability I,Ability II,Hidden Ability,Mass,LK/GK,EV Worth,EXPV,Color,Hatch,Gender,Egg Group I,Egg Group II,Catch,EXP,Evolve,Per.1,Nat.1,Joh,Hoe,Sin,Un,Pokemon.1,generation
258.0,226.0,Mantine,65,40,70,80,140,70,465,Water,Flying,NU,Swift Swim,Water Absorb,Water Veil,220.0 kG,120,2 SpD,168,Purple,6400,Neutral,Water 1,,25,1250000,Level t/ Remoraid,258.0,226.0,197.0,,141.0,,Mantine,2
259.0,227.0,Skarmory,65,80,140,40,70,70,465,Steel,Flying,OU,Keen Eye,Sturdy,Weak Armor,50.5 kG,80,2 Def,168,Gray,6400,Neutral,Flying,,25,1250000,N,259.0,227.0,198.0,115.0,,,Skarmory,2
260.0,228.0,Houndour,45,60,30,80,50,65,330,Dark,Fire,NU,Early Bird,Flash Fire,Unnerve,10.8 kG,40,1 SpA,114,Black,5120,Neutral,Field,,120,1250000,,260.0,228.0,209.0,,176.0,,Houndour,2
261.0,229.0,Houndoom,75,90,50,110,80,95,500,Dark,Fire,UU,Early Bird,Flash Fire,Unnerve,35.0 kG,60,2 SpA,204,Black,,Neutral,Field,,45,1250000,Lv. 24,261.0,229.0,210.0,,177.0,,Houndoom,2
134.0,230.0,Kingdra,75,95,95,95,95,85,540,Water,Dragon,UU,Swift Swim,Sniper,Damp,152.0 kG,100,1 Atk/1 SpA/1 SpD,207,Blue,,Neutral,Water 1,Dragon,45,1000000,Trade h/ Dragon Scale,134.0,230.0,188.0,186.0,,,Kingdra,2
262.0,231.0,Phanpy,90,60,60,40,40,40,330,Ground,,NU,Pickup,,Sand Veil,33.5 kG,60,1 HP,124,Blue,5120,Neutral,Field,,120,1000000,,262.0,231.0,195.0,165.0,,,Phanpy,2
263.0,232.0,Donphan,90,120,120,60,60,50,500,Ground,,UU,Sturdy,,Sand Veil,120.0 kG,100,1 Atk/1 Def,189,Gray,,Neutral,Field,,60,1000000,Lv. 25,263.0,232.0,196.0,166.0,,,Donphan,2
166.0,233.0,Porygon2,85,80,90,105,95,60,515,Normal,,OU,Trace,Download,Analytic,32.5 kG,60,2 SpA,180,Red,,,Mineral,,45,1000000,Trade w/ Up-Grade,166.0,233.0,216.0,,193.0,,Porygon2,2
264.0,234.0,Stantler,73,95,62,85,65,85,465,Normal,,NU,Intimidate,Frisk,Sap Sipper,71.2 kG,80,1 Atk,165,Brown,5120,Neutral,Field,,45,1250000,N,264.0,234.0,129.0,,,,Stantler,2
265.0,235.0,Smeargle,55,20,35,20,45,75,250,Normal,,NU,Own Tempo,Technician,Moody,58.0 kG,80,1 Spe,106,White,5120,Neutral,Field,,45,800000,N,265.0,235.0,157.0,,,,Smeargle,2
115.0,236.0,Tyrogue,35,35,35,35,35,35,210,Fighting,,NU,Guts,Steadfast,Vital Spirit,21.0 kG,40,1Atk,91,Purple,6400,M (100%),-,,75,1000000,,115.0,236.0,143.0,,,,Tyrogue,2
118.0,237.0,Hitmontop,50,95,95,35,110,70,455,Fighting,,UU,Intimidate,Technician,Steadfast,48.0 kG,60,2 SpD,138,Brown,,M (100%),Human-Like,,45,1000000,Lv. 20 (Atk=Def),118.0,237.0,146.0,,,,Hitmontop,2
143.0,238.0,Smoochum,45,30,15,85,65,65,305,Ice,Psychic,NU,Oblivious,Forewarn,Hydration,6.0 kG,20,1 SpA,87,Pink,6400,F (100%),-,,45,1000000,,143.0,238.0,152.0,,,,Smoochum,2
145.0,239.0,Elekid,45,63,37,65,55,95,360,Electric,,NU,Static,,Vital Spirit,23.5 kG,40,1 Spe,106,Yellow,6400,M (75%),-,,45,1000000,,145.0,239.0,154.0,,197.0,,Elekid,2
148.0,240.0,Magby,45,75,37,70,55,83,365,Fire,,NU,Flame Body,,Vital Spirit,21.4 kG,40,1 Spe,117,Red,6400,M (75%),-,,45,1000000,,148.0,240.0,150.0,,200.0,,Magby,2
266.0,241.0,Miltank,95,80,105,40,70,100,490,Normal,,RU,Thick Fat,Scrappy,Sap Sipper,75.5 kG,80,2 Def,200,Pink,5120,F (100%),Field,,45,1250000,N,266.0,241.0,149.0,,,,Miltank,2
128.0,242.0,Blissey,255,10,10,75,135,55,540,Normal,,OU,Natural Cure,Serene Grace,Healer,46.8 kG,60,3 HP,255,Pink,,F (100%),Fairy,,30,800000,Friendship,128.0,242.0,218.0,,98.0,,Blissey,2
267.0,243.0,Raikou,90,85,75,115,100,115,580,Electric,,UU,Pressure,,Volt Absorb,178.0 kG,100,1 SpA/2 Spe,216,Yellow,NONE,,-,,3,1250000,N,267.0,243.0,238.0,,,,Raikou,2
268.0,244.0,Entei,115,115,85,90,75,100,580,Fire,,RU,Pressure,,Flash Fire,198.0 kG,100,1 HP/2 Atk,217,Brown,NONE,,-,,3,1250000,N,268.0,244.0,239.0,,,,Entei,2
269.0,245.0,Suicune,100,75,115,90,115,85,580,Water,,UU,Pressure,,Water Absorb,187.0 kG,100,1 Def/2 SpD,215,Blue,NONE,,-,,3,1250000,N,269.0,245.0,240.0,,,,Suicune,2
270.0,246.0,Larvitar,50,64,50,45,50,41,300,Rock,Ground,NU,Guts,,Sand Veil,72.0 kG,80,1 Atk,67,Green,10240,Neutral,Monster,,45,1250000,,270.0,246.0,244.0,,,,Larvitar,2
271.0,247.0,Pupitar,70,84,70,65,70,51,410,Rock,Ground,NU,Shed Skin,,,152.0 kG,100,2 Atk,144,Gray,,Neutral,Monster,,45,1250000,Lv. 30,271.0,247.0,245.0,,,,Pupitar,2
272.0,248.0,Tyranitar,100,134,110,95,100,61,600,Rock,Dark,OU,Sand Stream,,Unnerve,202.0 kG,120,3 Atk,218,Green,,Neutral,Monster,,45,1250000,Lv. 55,272.0,248.0,246.0,,,,Tyranitar,2
273.0,249.0,Lugia,106,90,130,90,154,110,680,Psychic,Flying,Uber,Pressure,,Multiscale,216.0 kG,120,3 SpD,220,White,NONE,,-,,3,1250000,N,273.0,249.0,247.0,,,,Lugia,2
274.0,250.0,Ho-oh,106,130,90,110,154,90,680,Fire,Flying,Uber,Pressure,,Regenerator,199.0 kG,100,3 SpD,220,Red,NONE,,-,,3,1250000,N,274.0,250.0,248.0,,,,Ho-oh,2
275.0,251.0,Celebi,100,100,100,100,100,100,600,Psychic,Grass,UU,Natural Cure,,,5.0 kG,20,3 HP,64,Green,NONE,,-,,45,1059860,N,275.0,251.0,251.0,,,,Celebi,2
276.0,252.0,Treecko,40,45,35,65,55,70,310,Grass,,NU,Overgrow,,Unburden,5.0 kG,20,1 Spe,65,Green,5120,M (87.5%),Monster,Dragon,45,1059860,,276.0,252.0,,1.0,,,Treecko,3
277.0,253.0,Grovyle,50,65,45,85,65,95,405,Grass,,NU,Overgrow,,Unburden,21.6 kG,40,2 Spe,141,Green,,M (87.5%),Monster,Dragon,45,1059860,Lv. 16,277.0,253.0,,2.0,,,Grovyle,3
278.0,254.0,Sceptile,70,85,65,105,85,120,530,Grass,,RU,Overgrow,,Unburden,52.2 kG,80,3 Spe,208,Green,,M (87.5%),Monster,Dragon,45,1059860,Lv. 36,278.0,254.0,,3.0,,,Sceptile,3
279.0,255.0,Torchic,45,60,40,70,50,45,310,Fire,,NU,Blaze,,Speed Boost,2.5 kG,20,1 SpA,65,Red,5120,M (87.5%),Field,,45,1059860,,279.0,255.0,,4.0,,,Torchic,3
280.0,256.0,Combusken,60,85,60,85,60,55,405,Fire,Fighting,NU,Blaze,,Speed Boost,19.5 kG,40,1 Atk/1 SpA,142,Red,,M (87.5%),Field,,45,1059860,Lv. 16,280.0,256.0,,5.0,,,Combusken,3
281.0,257.0,Blaziken,80,120,70,110,70,80,530,Fire,Fighting,Uber,Blaze,,Speed Boost,52.0 kG,80,3 Atk,209,Red,,M (87.5%),Field,,45,1059860,Lv. 36,281.0,257.0,,6.0,,,Blaziken,3
282.0,258.0,Mudkip,50,70,50,50,50,40,310,Water,,NU,Torrent,,Damp,7.6 kG,20,1 Atk,65,Blue,5120,M (87.5%),Monster,Water 1,45,1059860,,282.0,258.0,,7.0,,,Mudkip,3
283.0,259.0,Marshtomp,70,85,70,60,70,50,405,Water,Ground,NU,Torrent,,Damp,28.0 kG,60,2 Atk,143,Blue,,M (87.5%),Monster,Water 1,45,1059860,Lv. 16,283.0,259.0,,8.0,,,Marshtomp,3
284.0,260.0,Swampert,100,110,90,85,90,60,535,Water,Ground,OU,Torrent,,Damp,81.9 kG,80,3 Atk,210,Blue,,M (87.5%),Monster,Water 1,45,1059860,Lv. 36,284.0,260.0,,9.0,,,Swampert,3
285.0,261.0,Poochyena,35,55,35,30,30,35,220,Dark,,NU,Run Away,Quick Feet,Rattled,13.6 kG,40,1 Atk,55,Gray,3840,Neutral,Field,,255,1000000,,285.0,261.0,,10.0,,,Poochyena,3
286.0,262.0,Mightyena,70,90,70,60,60,70,420,Dark,,NU,Intimidate,Quick Feet,Moxie,37.0 kG,60,2 Atk,128,Gray,,Neutral,Field,,127,1000000,Lv. 18,286.0,262.0,,11.0,,,Mightyena,3
287.0,263.0,Zigzagoon,38,30,41,30,41,60,240,Normal,,NU,Pickup,Gluttony,Quick Feet,17.5 kG,40,1 Spe,60,Brown,3840,Neutral,Field,,255,1000000,,287.0,263.0,,12.0,,,Zigzagoon,3
288.0,264.0,Linoone,78,70,61,50,61,100,420,Normal,,NU,Pickup,Gluttony,Quick Feet,32.5 kG,60,2 Spe,128,White,,Neutral,Field,,90,1000000,Lv. 20,288.0,264.0,,13.0,,,Linoone,3
289.0,265.0,Wurmple,45,45,35,20,30,20,195,Bug,,NU,Shield Dust,,Run Away,3.6 kG,20,1 HP,54,Red,3840,Neutral,Bug,,255,1000000,,289.0,265.0,,14.0,48.0,,Wurmple,3
290.0,266.0,Silcoon,50,35,55,25,25,15,205,Bug,,NU,Shed Skin,,,10.0 kG,20,2 Def,72,White,,Neutral,Bug,,120,1000000,Lv. 7,290.0,266.0,,15.0,49.0,,Silcoon,3
291.0,267.0,Beautifly,60,70,50,90,50,65,385,Bug,Flying,NU,Swarm,,Rivalry,28.4 kG,60,3 SpA,161,Yellow,,Neutral,Bug,,45,1000000,Lv. 10,291.0,267.0,,16.0,50.0,,Beautifly,3
292.0,268.0,Cascoon,50,35,55,25,25,15,205,Bug,,NU,Shed Skin,,,11.5 kG,40,2 Def,72,Purple,,Neutral,Bug,,120,1000000,Lv. 7,292.0,268.0,,17.0,51.0,,Cascoon,3
293.0,269.0,Dustox,60,50,70,50,90,65,385,Bug,Poison,NU,Shield Dust,,Compoundeyes,31.6 kG,60,3 SpD,161,Green,,Neutral,Bug,,45,1000000,Lv. 10,293.0,269.0,,18.0,52.0,,Dustox,3
294.0,270.0,Lotad,40,30,30,40,50,30,220,Water,Grass,NU,Swift Swim,Rain Dish,Own Tempo,2.6 kG,20,1 SpD,74,Green,3840,Neutral,Water 1,Grass,255,1059860,,294.0,270.0,,19.0,,,Lotad,3
295.0,271.0,Lombre,60,50,50,60,70,50,340,Water,Grass,NU,Swift Swim,Rain Dish,Own Tempo,32.5 kG,60,2 SpD,141,Green,,Neutral,Water 1,Grass,120,1059860,Lv. 14,295.0,271.0,,20.0,,,Lombre,3
296.0,272.0,Ludicolo,80,70,70,90,100,70,480,Water,Grass,NU,Swift Swim,Rain Dish,Own Tempo,55.0 kG,80,3 SpD,181,Green,,Neutral,Water 1,Grass,45,1059860,Water Stone,296.0,272.0,,21.0,,,Ludicolo,3
297.0,273.0,Seedot,40,40,50,30,30,30,220,Grass,,NU,Chlorophyll,Early Bird,Pickpocket,4.0 kG,20,1 Def,74,Brown,3840,Neutral,Field,Grass,255,1059860,,297.0,273.0,,22.0,,,Seedot,3
298.0,274.0,Nuzleaf,70,70,40,60,40,60,340,Grass,Dark,NU,Chlorophyll,Early Bird,Pickpocket,28.0 kG,60,2 Atk,141,Brown,,Neutral,Field,Grass,120,1059860,Lv. 14,298.0,274.0,,23.0,,,Nuzleaf,3
299.0,275.0,Shiftry,90,100,60,90,60,80,480,Grass,Dark,NU,Chlorophyll,Early Bird,Pickpocket,59.6 kG,80,3 Atk,181,Brown,,Neutral,Field,Grass,45,1059860,Leaf Stone,299.0,275.0,,24.0,,,Shiftry,3
300.0,276.0,Taillow,40,55,30,30,30,85,270,Normal,Flying,NU,Guts,,Scrappy,2.3 kG,20,1 Spe,59,Blue,3840,Neutral,Flying,,200,1059860,,300.0,276.0,,25.0,,,Taillow,3
301.0,277.0,Swellow,60,85,60,50,50,125,430,Normal,Flying,NU,Guts,,Scrappy,19.8 kG,40,2 Spe,162,Blue,,Neutral,Flying,,45,1059860,Lv. 22,301.0,277.0,,26.0,,,Swellow,3
302.0,278.0,Wingull,40,30,30,55,30,85,270,Water,Flying,NU,Keen Eye,,Rain Dish,9.5 kG,20,1 Spe,64,White,5120,Neutral,Water 1,Flying,190,1000000,,302.0,278.0,,27.0,119.0,,Wingull,3
303.0,279.0,Pelipper,60,50,100,85,70,65,430,Water,Flying,NU,Keen Eye,,Rain Dish,28.0 kG,60,2 Def,164,Yellow,,Neutral,Water 1,Flying,45,1000000,Lv. 25,303.0,279.0,,28.0,120.0,,Pelipper,3
304.0,280.0,Ralts,28,25,25,45,35,40,198,Psychic,,NU,Synchronize,Trace,Telepathy,6.6 kG,20,1 SpA,70,White,5120,Neutral,Amorphous,,235,1250000,,304.0,280.0,,29.0,157.0,,Ralts,3
305.0,281.0,Kirlia,38,35,35,65,55,50,278,Psychic,,NU,Synchronize,Trace,Telepathy,20.2 kG,40,2 SpA,140,White,,Neutral,Amorphous,,120,1250000,Lv. 20,305.0,281.0,,30.0,158.0,,Kirlia,3
306.0,282.0,Gardevoir,68,65,65,125,115,80,518,Psychic,,NU,Synchronize,Trace,Telepathy,48.4 kG,60,3 SpA,208,White,,Neutral,Amorphous,,45,1250000,Lv. 30,306.0,282.0,,31.0,159.0,,Gardevoir,3
308.0,283.0,Surskit,40,30,32,50,52,65,269,Bug,Water,NU,Swift Swim,,Rain Dish,1.7 kG,20,1 Spe,63,Blue,3840,Neutral,Water 1,Bug,200,1000000,,308.0,283.0,,32.0,,,Surskit,3
309.0,284.0,Masquerain,70,60,62,80,82,60,414,Bug,Flying,NU,Intimidate,,Unnerve,3.6 kG,20,1 SpA/1 SpD,128,Blue,,Neutral,Water 1,Bug,75,1000000,Lv. 22,309.0,284.0,,33.0,,,Masquerain,3
310.0,285.0,Shroomish,60,40,60,40,60,35,295,Grass,,NU,Effect Spore,Poison Heal,Quick Feet,4.5 kG,20,1 HP,65,Brown,3840,Neutral,Fairy,Grass,255,1640000,,310.0,285.0,,34.0,,,Shroomish,3
311.0,286.0,Breloom,60,130,80,60,60,70,460,Grass,Fighting,OU,Effect Spore,Poison Heal,Technician,39.2 kG,60,2 Atk,165,Green,,Neutral,Fairy,Grass,90,1640000,Lv. 23,311.0,286.0,,35.0,,,Breloom,3
312.0,287.0,Slakoth,60,60,60,35,35,30,280,Normal,,NU,Truant,,,24.0 kG,40,1 HP,83,Brown,3840,Neutral,Field,,255,1250000,,312.0,287.0,,36.0,,,Slakoth,3
313.0,288.0,Vigoroth,80,80,80,55,55,90,440,Normal,,NU,Vital Spirit,,,46.5 kG,60,2 Spe,126,White,,Neutral,Field,,120,1250000,Lv. 18,313.0,288.0,,37.0,,,Vigoroth,3
314.0,289.0,Slaking,150,160,100,95,65,100,670,Normal,,NU,Truant,,,130.5 kG,100,3 HP,210,Brown,,Neutral,Field,,45,1250000,Lv. 36,314.0,289.0,,38.0,,,Slaking,3
315.0,290.0,Nincada,31,45,90,30,30,40,266,Bug,Ground,NU,Compoundeyes,,Run Away,5.5 kG,20,1 Def,65,Gray,3840,Neutral,Bug,,255,600000,,315.0,290.0,,42.0,,,Nincada,3
316.0,291.0,Ninjask,61,90,45,50,50,160,456,Bug,Flying,NU,Speed Boost,,Infiltrator,12.0 kG,40,2 Spe,155,Yellow,,Neutral,Bug,,120,600000,Lv. 20,316.0,291.0,,43.0,,,Ninjask,3
317.0,292.0,Shedinja,1,90,45,30,30,40,236,Bug,Ghost,NU,Wonder Guard,,,1.2 kG,20,2 HP,95,Brown,,,Mineral,,45,600000,Lv. 20 t/ Empty Space,317.0,292.0,,44.0,,,Shedinja,3
318.0,293.0,Whismur,64,51,23,51,23,28,240,Normal,,NU,Soundproof,,Rattled,16.3 kG,40,1 HP,68,Pink,5120,Neutral,Monster,Field,190,1059860,,318.0,293.0,,45.0,,,Whismur,3
319.0,294.0,Loudred,84,71,43,71,43,48,360,Normal,,NU,Soundproof,,Scrappy,40.5 kG,60,2 HP,126,Blue,,Neutral,Monster,Field,120,1059860,Lv. 20,319.0,294.0,,46.0,,,Loudred,3
320.0,295.0,Exploud,104,91,63,91,63,68,480,Normal,,NU,Soundproof,,Scrappy,84.0 kG,80,3 HP,184,Blue,,Neutral,Monster,Field,45,1059860,Lv. 40,320.0,295.0,,47.0,,,Exploud,3
321.0,296.0,Makuhita,72,60,30,20,30,25,237,Fighting,,NU,Thick Fat,Guts,Sheer Force,86.4 kG,80,1 HP,87,Yellow,5120,M (75%),Human-Like,,180,1640000,,321.0,296.0,,48.0,,,Makuhita,3
322.0,297.0,Hariyama,144,120,60,40,60,50,474,Fighting,,RU,Thick Fat,Guts,Sheer Force,253.8 kG,120,2 HP,184,Brown,,M (75%),Human-Like,,200,1640000,Lv. 24,322.0,297.0,,49.0,,,Hariyama,3
210.0,298.0,Azurill,50,20,40,20,40,20,190,Normal,,NU,Thick Fat,Huge Power,Sap Sipper,2.0 kG,20,1 HP,33,Blue,2560,M (75%),-,,150,800000,,210.0,298.0,,54.0,124.0,,Azurill,3
323.0,299.0,Nosepass,30,45,135,45,90,30,375,Rock,,NU,Sturdy,Magnet Pull,Sand Force,97.0 kG,80,1 Def,108,Gray,5120,Neutral,Mineral,,255,1000000,,323.0,299.0,,60.0,155.0,,Nosepass,3
325.0,300.0,Skitty,50,45,45,35,35,50,260,Normal,,NU,Cute Charm,Normalize,Wonder Skin,11.0 kG,40,1 Spe,65,Pink,3840,F (75%),Field,Fairy,255,800000,,325.0,300.0,,61.0,,,Skitty,3
326.0,301.0,Delcatty,70,65,65,55,55,70,380,Normal,,NU,Cute Charm,Normalize,Wonder Skin,32.6 kG,60,1 HP/1 Spe,138,Purple,,F (75%),Field,Fairy,60,800000,Moon Stone,326.0,301.0,,62.0,,,Delcatty,3
327.0,302.0,Sableye,50,75,75,65,65,50,380,Dark,Ghost,NU,Keen Eye,Stall,Prankster,11.0 kG,40,1 Atk/1 Def,98,Purple,6400,Neutral,Human-Like,,45,1059860,N,327.0,302.0,,68.0,,,Sableye,3
328.0,303.0,Mawile,50,85,85,55,55,50,380,Steel,,NU,Hyper Cutter,Intimidate,Sheer Force,11.5 kG,40,1 Atk/1 Def,98,Black,5120,Neutral,Field,Fairy,45,800000,N,328.0,303.0,,69.0,,,Mawile,3
329.0,304.0,Aron,50,70,100,40,40,30,330,Steel,Rock,NU,Sturdy,Rock Head,Heavy Metal,60.0 kG,80,1 Def,96,Gray,8960,Neutral,Monster,,180,1250000,,329.0,304.0,,70.0,,,Aron,3
330.0,305.0,Lairon,60,90,140,50,50,40,430,Steel,Rock,NU,Sturdy,Rock Head,Heavy Metal,120.0 kG,100,2 Def,152,Gray,,Neutral,Monster,,90,1250000,Lv. 32,330.0,305.0,,71.0,,,Lairon,3
331.0,306.0,Aggron,70,110,180,60,60,50,530,Steel,Rock,RU,Sturdy,Rock Head,Heavy Metal,360.0 kG,120,3 Def,205,Gray,,Neutral,Monster,,45,1250000,Lv. 42,331.0,306.0,,72.0,,,Aggron,3
332.0,307.0,Meditite,30,40,55,40,55,60,280,Fighting,Psychic,NU,Pure Power,,Telepathy,11.2 kG,40,1 Spe,91,Blue,5120,Neutral,Human-Like,,180,1000000,,332.0,307.0,,76.0,86.0,,Meditite,3
333.0,308.0,Medicham,60,60,75,60,75,80,410,Fighting,Psychic,RU,Pure Power,,Telepathy,31.5 kG,60,2 Spe,153,Red,,Neutral,Human-Like,,90,1000000,Lv. 37,333.0,308.0,,77.0,87.0,,Medicham,3
334.0,309.0,Electrike,40,45,40,65,40,65,295,Electric,,NU,Static,Lightningrod,Minus,15.2 kG,40,1 Spe,104,Green,5120,Neutral,Field,,120,1250000,,334.0,309.0,,78.0,,,Electrike,3
335.0,310.0,Manectric,70,75,60,105,60,105,475,Electric,,RU,Static,Lightningrod,Minus,40.2 kG,60,2 Spe,168,Yellow,,Neutral,Field,,45,1250000,Lv. 26,335.0,310.0,,79.0,,,Manectric,3
336.0,311.0,Plusle,60,50,40,85,75,95,405,Electric,,NU,Plus,,,4.2 kG,20,1 Spe,120,Yellow,5120,Neutral,Fairy,,200,1000000,N,336.0,311.0,,80.0,,,Plusle,3
337.0,312.0,Minun,60,40,50,75,85,95,405,Electric,,NU,Minus,,,4.2 kG,20,1 Spe,120,Yellow,5120,Neutral,Fairy,,200,1000000,N,337.0,312.0,,81.0,,,Minun,3
338.0,313.0,Volbeat,65,73,55,47,75,85,400,Bug,,NU,Illuminate,Swarm,Prankster,17.7 kG,40,1 Spe,146,Gray,3840,M (100%),Bug,Human-Like,150,600000,N,338.0,313.0,,86.0,,,Volbeat,3
339.0,314.0,Illumise,65,47,55,73,75,85,400,Bug,,NU,Oblivious,Tinted Lens,Prankster,17.7 kG,40,1 Spe,146,Purple,3840,F (100%),Bug,Human-Like,150,1640000,N,339.0,314.0,,87.0,,,Illumise,3
341.0,315.0,Roselia,50,60,45,100,80,65,400,Grass,Poison,NU,Natural Cure,Poison Point,Leaf Guard,2.0 kG,20,2 SpA,152,Green,5120,Neutral,Fairy,Grass,150,1059860,Morn/Day Friendship,341.0,315.0,,94.0,26.0,,Roselia,3
343.0,316.0,Gulpin,70,43,53,43,53,40,302,Poison,,NU,Liquid Ooze,Sticky Hold,Gluttony,10.3 kG,40,1 HP,75,Green,5120,Neutral,Amorphous,,225,1640000,,343.0,316.0,,95.0,,,Gulpin,3
344.0,317.0,Swalot,100,73,83,73,83,55,467,Poison,,NU,Liquid Ooze,Sticky Hold,Gluttony,80.0 kG,80,2 HP,168,Purple,,Neutral,Amorphous,,75,1640000,Lv. 26,344.0,317.0,,96.0,,,Swalot,3
345.0,318.0,Carvanha,45,90,20,65,20,65,305,Water,Dark,NU,Rough Skin,,Speed Boost,20.8 kG,40,1 Atk,88,Red,5120,Neutral,Water 2,,225,1250000,,345.0,318.0,,97.0,,,Carvanha,3
346.0,319.0,Sharpedo,70,120,40,95,40,95,460,Water,Dark,RU,Rough Skin,,Speed Boost,88.8 kG,80,2 Atk,175,Blue,,Neutral,Water 2,,60,1250000,Lv. 30,346.0,319.0,,98.0,,,Sharpedo,3
347.0,320.0,Wailmer,130,70,35,70,35,60,400,Water,,NU,Water Veil,Oblivious,Pressure,130.0 kG,100,1 HP,137,Blue,10240,Neutral,Field,Water 2,125,1640000,,347.0,320.0,,99.0,,,Wailmer,3
348.0,321.0,Wailord,170,90,45,90,45,60,500,Water,,NU,Water Veil,Oblivious,Pressure,398.0 kG,120,2 HP,206,Blue,,Neutral,Field,Water 2,60,1640000,Lv. 40,348.0,321.0,,100.0,,,Wailord,3
349.0,322.0,Numel,60,60,40,65,45,35,305,Fire,Ground,NU,Oblivious,Simple,Own Tempo,24.0 kG,40,1 SpA,88,Yellow,5120,Neutral,Field,,255,1000000,,349.0,322.0,,101.0,,,Numel,3
350.0,323.0,Camerupt,70,100,70,105,75,40,460,Fire,Ground,NU,Magma Armor,Solid Rock,Anger Point,220.0 kG,120,1 Atk/1 SpA,175,Red,,Neutral,Field,,150,1000000,Lv. 33,350.0,323.0,,102.0,,,Camerupt,3
351.0,324.0,Torkoal,70,85,140,85,70,20,470,Fire,,NU,White Smoke,,Shell Armor,80.4 kG,80,2 Def,161,Brown,5120,Neutral,Field,,90,1000000,N,351.0,324.0,,105.0,,,Torkoal,3
352.0,325.0,Spoink,60,25,35,70,80,60,330,Psychic,,NU,Thick Fat,Own Tempo,Gluttony,30.6 kG,60,1 SpD,89,Black,5120,Neutral,Field,,255,800000,,352.0,325.0,,110.0,,,Spoink,3
353.0,326.0,Grumpig,80,45,65,90,110,80,470,Psychic,,NU,Thick Fat,Own Tempo,Gluttony,71.5 kG,80,2 SpD,164,Purple,,Neutral,Field,,60,800000,Lv. 32,353.0,326.0,,111.0,,,Grumpig,3
354.0,327.0,Spinda,60,60,60,60,60,60,360,Normal,,NU,Own Tempo,Tangled Feet,Contrary,5.0 kG,20,1 SpA,85,Brown,3840,Neutral,Field,Human-Like,255,800000,N,354.0,327.0,,114.0,,,Spinda,3
355.0,328.0,Trapinch,45,100,45,45,45,10,290,Ground,,NU,Hyper Cutter,Arena Trap,Sheer Force,15.0 kG,40,1 Atk,73,Brown,5120,Neutral,Bug,,255,1059860,,355.0,328.0,,116.0,,,Trapinch,3
356.0,329.0,Vibrava,50,70,50,50,50,70,340,Ground,Dragon,NU,Levitate,,,15.3 kG,40,1 Atk/1 Spe,126,Green,,Neutral,Bug,,120,1059860,Lv. 35,356.0,329.0,,117.0,,,Vibrava,3
357.0,330.0,Flygon,80,100,80,80,80,100,520,Ground,Dragon,UU,Levitate,,,82.0 kG,80,1 Atk/2 Spe,197,Green,,Neutral,Bug,,45,1059860,Lv. 45,357.0,330.0,,118.0,,,Flygon,3
358.0,331.0,Cacnea,50,85,40,85,40,35,335,Grass,,NU,Sand Veil,,Water Absorb,51.3 kG,80,1 SpA,97,Green,5120,Neutral,Grass,Human-Like,190,1059860,,358.0,331.0,,119.0,,,Cacnea,3
359.0,332.0,Cacturne,70,115,60,115,60,55,475,Grass,Dark,NU,Sand Veil,,Water Absorb,77.4 kG,80,1 Atk/1 SpA,177,Green,,Neutral,Grass,Human-Like,60,1059860,Lv. 32,359.0,332.0,,120.0,,,Cacturne,3
360.0,333.0,Swablu,45,40,60,40,75,50,310,Normal,Flying,NU,Natural Cure,,Cloud Nine,1.2 kG,20,1 SpD,74,Blue,5120,Neutral,Flying,Dragon,255,600000,,360.0,333.0,,121.0,171.0,,Swablu,3
361.0,334.0,Altaria,75,70,90,70,105,80,490,Dragon,Flying,NU,Natural Cure,,Cloud Nine,20.6 kG,40,2 SpD,188,Blue,,Neutral,Flying,Dragon,45,600000,Lv. 35,361.0,334.0,,122.0,172.0,,Altaria,3
362.0,335.0,Zangoose,73,115,60,60,60,90,458,Normal,,NU,Immunity,,Poison Rampage,40.3 kG,60,2 Atk,165,White,5120,Neutral,Field,,90,600000,N,362.0,335.0,,123.0,,,Zangoose,3
363.0,336.0,Seviper,73,100,60,100,60,65,458,Poison,,NU,Shed Skin,,Infiltrator,52.5 kG,80,1 Atk/1 SpA,165,Black,5120,Neutral,Field,Dragon,90,1640000,N,363.0,336.0,,124.0,,,Seviper,3
364.0,337.0,Lunatone,70,55,65,95,85,70,440,Rock,Psychic,NU,Levitate,,,168.0 kG,100,2 SpA,150,Yellow,6400,,Mineral,,45,800000,N,364.0,337.0,,125.0,,,Lunatone,3
365.0,338.0,Solrock,70,95,85,55,65,70,440,Rock,Psychic,NU,Levitate,,,154.0 kG,100,2 Atk,150,Red,6400,,Mineral,,45,800000,N,365.0,338.0,,126.0,,,Solrock,3
366.0,339.0,Barboach,50,48,43,46,41,60,288,Water,Ground,NU,Oblivious,Anticipate,Hydration,1.9 kG,20,1 HP,92,Gray,5120,Neutral,Water 2,,190,1000000,,366.0,339.0,,127.0,80.0,,Barboach,3
367.0,340.0,Whiscash,110,78,73,76,71,60,468,Water,Ground,NU,Oblivious,Anticipate,Hydration,23.6 kG,40,2 HP,158,Blue,,Neutral,Water 2,,75,1000000,Lv. 30,367.0,340.0,,128.0,81.0,,Whiscash,3
